 -3.99999991059303284E-002 -1.62004874452170436E-014
 -3.89999990584328771E-002  6.27554571548299268E-015
 -3.79999990109354258E-002  2.74261340055270828E-010
 -3.69999989634379745E-002  2.74261340055270828E-010
 -3.59999989159405231E-002  2.74261340055270828E-010
 -3.49999988684430718E-002  2.74261340055270828E-010
 -3.39999988209456205E-002  2.74261340055270828E-010
 -3.29999987734481692E-002  2.74261340055270828E-010
 -3.19999987259507179E-002  2.74261340055270828E-010
 -3.09999986784532666E-002  2.74261340055270828E-010
 -2.99999986309558153E-002  2.74261340055270828E-010
 -2.89999985834583640E-002  2.74261340055270828E-010
 -2.79999985359609127E-002  2.74261340055270828E-010
 -2.69999984884634614E-002  2.74261340055270828E-010
 -2.59999984409660101E-002  2.74261340055270828E-010
 -2.49999983934685588E-002  2.74261340055270828E-010
 -2.39999983459711075E-002  2.74261340055270828E-010
 -2.29999982984736562E-002  2.74261340055270828E-010
 -2.19999982509762049E-002  2.74261340055270828E-010
 -2.09999982034787536E-002  2.74261340055270828E-010
 -1.99999981559813023E-002  2.74261340055270828E-010
 -1.89999981084838510E-002  2.74261340055270828E-010
 -1.79999980609863997E-002  2.74261340055270828E-010
 -1.69999980134889483E-002  2.74261340055270828E-010
 -1.59999979659914970E-002  2.74261340055270828E-010
 -1.49999979184940457E-002  2.74261340055270828E-010
 -1.39999978709965944E-002  2.74261340055270828E-010
 -1.29999978234991431E-002  2.74261340055270828E-010
 -1.19999977760016918E-002  2.74261340055270828E-010
 -1.09999977285042405E-002  2.74261340055270828E-010
 -9.99999768100678921E-003  2.74261340055270828E-010
 -8.99999763350933790E-003  2.74261340055270828E-010
 -7.99999758601188660E-003  2.74261340055270828E-010
 -6.99999753851443529E-003  2.74261340055270828E-010
 -5.99999749101698399E-003  2.74261340055270828E-010
 -4.99999744351953268E-003  2.74261340055270828E-010
 -3.99999739602208138E-003  2.74261340055270828E-010
 -2.99999734852463007E-003  2.74261340055270828E-010
 -1.99999730102717876E-003  2.74261340055270828E-010
 -9.99997253529727459E-004  2.74261340055270828E-010
  2.79396772384643555E-009  2.74261340055270828E-010
  1.00000284146517515E-003  2.74261340055270828E-010
  2.00000288896262646E-003  2.74261340055270828E-010
  3.00000293646007776E-003  2.74261340055270828E-010
  4.00000298395752907E-003  2.74261340055270828E-010
  5.00000303145498037E-003  2.74261340055270828E-010
  6.00000307895243168E-003  2.74261340055270828E-010
  7.00000312644988298E-003  2.74261340055270828E-010
  8.00000317394733429E-003  2.74261340055270828E-010
  9.00000322144478559E-003  2.74261340055270828E-010
  1.00000032689422369E-002  2.74261340055270828E-010
  1.10000033164396882E-002  2.74261340055270828E-010
  1.20000033639371395E-002  2.74261340055270828E-010
  1.30000034114345908E-002  2.74261340055270828E-010
  1.40000034589320421E-002  2.74261340055270828E-010
  1.50000035064294934E-002  2.74261340055270828E-010
  1.60000035539269447E-002  2.74261340055270828E-010
  1.70000036014243960E-002  2.74261340055270828E-010
  1.80000036489218473E-002  2.74261340055270828E-010
  1.90000036964192986E-002  2.74261340055270828E-010
  2.00000037439167500E-002  2.74261340055270828E-010
  2.10000037914142013E-002  2.74261340055270828E-010
  2.20000038389116526E-002  2.74261340055270828E-010
  2.30000038864091039E-002  2.74261340055270828E-010
  2.40000039339065552E-002  2.74261340055270828E-010
  2.50000039814040065E-002  2.74261340055270828E-010
  2.60000040289014578E-002  2.74261340055270828E-010
  2.70000040763989091E-002  2.74261340055270828E-010
  2.80000041238963604E-002  2.74261340055270828E-010
  2.90000041713938117E-002  2.74261340055270828E-010
  3.00000042188912630E-002  2.74261340055270828E-010
  3.10000042663887143E-002  2.74261340055270828E-010
  3.20000043138861656E-002  2.74261340055270828E-010
  3.30000043613836169E-002  2.74261340055270828E-010
  3.40000044088810682E-002  2.74261340055270828E-010
  3.50000044563785195E-002  2.74261340055270828E-010
  3.60000045038759708E-002  2.74261340055270828E-010
  3.70000045513734221E-002  2.74261340055270828E-010
  3.80000045988708735E-002  2.74261340055270828E-010
  3.90000046463683248E-002  2.74261340055270828E-010
