           2  0.23524519915308920       0.13321133926655307     
           4  4.28877253619887600E-002  0.36845653841964227     
           8  9.86572388229545183E-003  0.41134426378163103     
          16  2.42338627003918505E-003  0.42120998766392648     
          32  6.03272398327747705E-004  0.42363337393396566     
          64  1.50658914150503254E-004  0.42423664633229341     
         128  3.76548056035264089E-005  0.42438730524644391     
         256  9.41308162499820966E-006  0.42442496005204744     
         512  2.35323167574463810E-006  0.42443437313367244     
        1024  5.88305497872809724E-007  0.42443672636534818     
