  -5.0000000      0.99120283    
  -4.9000001      0.80640948    
  -4.8000002      0.42417902    
  -4.7000003     -6.19033910E-02
  -4.6000004     -0.53283143    
  -4.5000005     -0.87330371    
  -4.4000006     -0.99996078    
  -4.3000007     -0.88179350    
  -4.2000008     -0.54773247    
  -4.1000009     -7.95673728E-02
  -4.0000010      0.40807858    
  -3.9000010      0.79581153    
  -3.8000011      0.98870379    
  -3.7000012      0.93952686    
  -3.6000013      0.66032243    
  -3.5000014      0.21944740    
  -3.4000015     -0.27515599    
  -3.3000016     -0.70239162    
  -3.2000017     -0.95765728    
  -3.1000018      -1.1286445    
  -3.0000019      -1.4244945    
  -2.9000020      -1.7003447    
  -2.8000021      -1.9561949    
  -2.7000022      -2.1920450    
  -2.6000023      -2.4078953    
  -2.5000024      -2.6037455    
  -2.4000025      -2.7795959    
  -2.3000026      -2.9354463    
  -2.2000027      -3.0712967    
  -2.1000028      -3.1871471    
  -2.0000029      -3.2829976    
  -1.9000028      -3.3588481    
  -1.8000028      -3.4146986    
  -1.7000028      -3.4505494    
  -1.6000028      -3.4663999    
  -1.5000027      -3.4622505    
  -1.4000027      -3.4381008    
  -1.3000027      -3.3939514    
  -1.2000027      -3.3298020    
  -1.1000026      -3.2456524    
  -1.0000026      -3.1415031    
 -0.90000260      -3.0173535    
 -0.80000257      -2.8732040    
 -0.70000255      -2.7090545    
 -0.60000253      -2.5249050    
 -0.50000250      -2.3207552    
 -0.40000251      -2.0966058    
 -0.30000252      -1.8524565    
 -0.20000252      -1.5883069    
 -0.10000252      -1.3041574    
 -2.51829624E-06  -1.0000079    
  9.99974832E-02  0.10516813    
  0.19999748      0.22139961    
  0.29999748      0.34985432    
  0.39999747      0.49181488    
  0.49999747      0.64869374    
  0.59999746      0.82204330    
  0.69999748       1.0135664    
  0.79999751       1.2251251    
  0.89999753       1.4587523    
  0.99999756       1.7166600    
   1.0999975       2.0012510    
   1.1999975       2.3151278    
   1.2999976       2.6611032    
   1.3999976       3.0422091    
   1.4999976       3.4617083    
   1.5999976       3.9231033    
   1.6999977       4.4301467    
   1.7999977       4.9868507    
   1.8999977       5.5974979    
   1.9999977       6.2666507    
   2.0999978      0.64884329    
   2.1999977      0.32291555    
   2.2999976      0.16577218    
   2.3999975      8.75508785E-02
   2.4999974      4.74601351E-02
   2.5999973      2.63529252E-02
   2.6999972      1.49614122E-02
   2.7999971      8.67078826E-03
   2.8999970      5.12222992E-03
   2.9999969      3.08042206E-03
   3.0999968      1.88366440E-03
   3.1999967      1.16998237E-03
   3.2999966      7.37428432E-04
   3.3999965      4.71243286E-04
   3.4999964      3.05076159E-04
   3.5999963      1.99936185E-04
   3.6999962      1.32557121E-04
   3.7999961      8.88535869E-05
   3.8999960      6.01810534E-05
   3.9999959      4.11650908E-05
   4.0999961      2.84230464E-05
   4.1999960      1.98010930E-05
   4.2999959      1.39123858E-05
   4.3999958      9.85458428E-06
   4.4999957      7.03462183E-06
   4.5999956      5.05895696E-06
   4.6999955      3.66404333E-06
   4.7999954      2.67183668E-06
   4.8999953      1.96104384E-06
   4.9999952      1.44836633E-06
   5.0999951      1.07615745E-06
   5.1999950      8.04226374E-07
   5.2999949      6.04352635E-07
   5.3999949      4.56585468E-07
   5.4999948      3.46727347E-07
   5.5999947      2.64611117E-07
   5.6999946      2.02911011E-07
   5.7999945      1.56317853E-07
   5.8999944      1.20961829E-07
   5.9999943      9.40068929E-08
   6.0999942      7.33636583E-08
   6.1999941      5.74848187E-08
   6.2999940      4.52189290E-08
   6.3999939      3.57049856E-08
   6.4999938      2.82961992E-08
   6.5999937      2.25045049E-08
   6.6999936      1.79600050E-08
   6.7999935      1.43811896E-08
   6.8999934      1.15529302E-08
   6.9999933      9.31017574E-09
